id,name,parent,latitude,longitude,countries,macroareas,status
mus,Creek,musk1252|cree1270,31.0,-87.5,|US,|North America,moribund
mik,Mikasuki,musk1252|mika1239,26.08142,-80.90847,|US,|North America,shifting
xap,Apalachee,musk1252|alab1247|apal1237,30.118,-84.416,|US,|North America,extinct
cku,Koasati,musk1252|alab1247|koas1236,30.4096,-92.709,|US,|North America,moribund
akz,Alabama,musk1252|alab1247|alab1237,30.76738,-94.62848,|US,|North America,shifting
cho,Choctaw,musk1252|west2614|choc1276,32.25,-88.5,|US,|North America,threatened
cic,Chickasaw,musk1252|west2614|chic1270,34.0,-88.0,|US,|North America,shifting
kie,Kibet,maba1274|maba1275|rung1257|kibe1241,11.32054,20.87674,|TD,|Africa,not endangered
rou,Runga,maba1274|maba1275|rung1257|rung1258,9.7154,20.9945,|CF|TD|SD,|Africa,not endangered
mdg,Massalat,maba1274|maba1275|maba1276|masa1301|mass1262,13.5157,19.7348,|TD,|Africa,moribund
sbj,Surbakhal,maba1274|maba1275|maba1276|masa1301|surb1238,13.1331,21.6243,|TD,|Africa,not endangered
mls,Masalit,maba1274|maba1275|maba1276|masa1301|nucl1440,13.2733,22.1752,|TD|SD,|Africa,not endangered
mvu,Marfa,maba1274|maba1275|maba1276|nucl1441|marf1238,13.1568,20.7882,|TD,|Africa,not endangered
mde,Maba (Chad),maba1274|maba1275|maba1276|nucl1441|maba1277,12.89147,20.8889,|TD,|Africa,not endangered
klf,Kendeje,maba1274|maba1275|maba1276|nucl1441|kend1253,13.24447,21.53955,|TD,|Africa,shifting
kth,Karanga,maba1274|maba1275|maba1276|nucl1441|kara1484,13.1748,20.6354,|TD,|Africa,shifting
None,Mimi-Nachtigal,maba1274|mimi1241,14.302046,20.724106,|TD,|Africa,extinct
grx,Guriaso,guri1248,-3.5718,141.597,|PG,|Papunesia,shifting
pwa,Pawaia,pawa1255,-6.88021,145.081,|PG,|Papunesia,shifting
boa,Bora,bora1262|bora1263,-2.000259,-72.257066,|BR|CO|PE,|South America,threatened
bmr,Muinane,bora1262|muin1242,-0.8652,-72.4249,|CO,|South America,moribund
None,Guamo,guam1236,8.2351027,-67.4018753,|VE,|South America,extinct
tag,Tagoi,rash1249|tago1246,12.0346,30.9306,|SD,|Africa,threatened
ras,Tegali,rash1249|tega1236,11.9523,31.1112,|SD,|Africa,threatened
uhn,Damal,dama1272,-4.17345,137.496,|ID,|Papunesia,shifting
puq,Puquina,puqu1242,-15.8992,-69.9611,|PE,|South America,extinct
kgg,Kusunda,kusu1250,28.33,82.6,|NP,|Eurasia,nearly extinct
djd,Jaminjung-Ngaliwurru,mirn1241|djam1254|djam1255,-15.0558,130.06,|AU,|Australia,shifting
nug,Nungali,mirn1241|djam1254|nung1291,-14.9109,131.641,|AU,|Australia,extinct
jig,Jingulu,mirn1241|djin1251,-17.165,133.659,|AU,|Australia,moribund
wmb,Wambayan,mirn1241|guda1245|wamb1258,-17.496,135.683,|AU,|Australia,nearly extinct
nji,Ngarnka,mirn1241|guda1245|ngar1283,-17.42,134.73,,|Australia,extinct
teu,Soo,kuli1252|ngan1305|sooo1256,2.58367,34.7595,|UG,|Africa,moribund
nyp,Nyang'i,kuli1252|ngan1305|nyan1313,3.4997,33.73651,|UG,|Africa,nearly extinct
ikx,Ik,kuli1252|ikkk1242,3.61407,34.2507,|KE|UG,|Africa,threatened
vil,Vilela,vile1241,-27.4063,-58.9661,|AR,|South America,extinct
tun,Tunica,tuni1252,30.9888,-92.5403,|US,|North America,extinct
tnm,Tabla,sent1261|nucl1631|tabl1243,-2.45368,140.396,|ID,|Papunesia,moribund
nxx,Nafri,sent1261|nucl1631|sent1262|nafr1241,-2.65036,140.727,|ID,|Papunesia,moribund
set,Sentani,sent1261|nucl1631|sent1262|nucl1632,-2.6013,140.512,|ID,|Papunesia,not endangered
dmy,Demta,sent1261|demt1241,-2.38475,140.166,|ID,|Papunesia,moribund
atx,Arutani,arut1244,4.0673594,-62.8676118,|BR|VE,|South America,nearly extinct
yet,Yetfa,yetf1238,-4.05884,140.653,|ID|PG,|Papunesia,shifting
had,Hatam,hata1242|hata1243,-1.13531,134.037,|ID,|Papunesia,threatened
None,Mansim,hata1242|mans1260,-0.915054,134.011116,|ID,|Papunesia,moribund
None,Meakambut,araf1243|uncl1510|meak1234,-4.833,143.783,|PG,|Papunesia,threatened
afk,Nanubae,araf1243|nanu1240,-4.71731,143.937,|PG,|Papunesia,shifting
afd,Andai,araf1243|anda1283,-4.96449,143.637,|PG,|Papunesia,shifting
afp,Tapei,araf1243|tape1242,-4.77763,143.337,|PG,|Papunesia,shifting
mzp,Movima,movi1243,-13.8115,-65.6348,|BO,|South America,shifting
xxt,Tambora,tamb1257,-8.25,118.0,|ID,|Papunesia,extinct
bck,Bunaba,buna1274|buna1275,-17.8297,125.631,|AU,|Australia,nearly extinct
gni,Gooniyandi,buna1274|goon1238,-18.4073,126.351,|AU,|Australia,moribund
teq,Temein,teme1251|nucl1339,11.8275,29.3898,|SD,|Africa,threatened
keg,Tese,teme1251|tese1238,11.3885,29.5803,|SD,|Africa,shifting
cuy,Cuitlatec,cuit1236,18.1,-100.5,|MX,|North America,extinct
myr,Muniche,muni1258,-5.7441796,-76.426712,|PE,|South America,extinct
None,South-Eastern-Tasmanian-Hinterland,sout1293|sout1439,-42.988576,146.885376,|AU,|Australia,extinct
None,Bruny Island,sout1293|brun1235,-43.373112,147.247925,|AU,|Australia,extinct
gpn,Taiap,taia1239,-4.05047,144.506,|PG,|Papunesia,moribund
cax,Lomeriano-Ignaciano Chiquitano,chiq1253|chiq1248,-16.769554,-61.817795,|BO|BR,|South America,shifting
None,Migueleño Chiquitano,chiq1253|sanm1288,-16.669596,-60.960861,,|South America,nearly extinct
cid,Chimariko,chim1301,41.0,-123.0,|US,|North America,extinct
kla,Klamath-Modoc,klam1254,42.5861,-121.704,|US,|North America,extinct
None,Yurumanguí,yuru1243,3.436864,-76.522636,|CO,|South America,extinct
ure,Uru,uruc1242|uruu1244,-16.72547,-68.97119,|BO,|South America,extinct
cap,Chipaya,uruc1242|chip1262,-18.73951,-67.89633,|BO,|South America,shifting
ihp,Iha,west2604|nucl1641|ihaa1241,-2.81013,132.271,|ID,|Papunesia,not endangered
bdw,Baham,west2604|nucl1641|baha1258,-3.10628,132.637,|ID,|Papunesia,threatened
kgv,Kalamang,west2604|kara1499,-3.47037,132.678,|ID,|Papunesia,shifting
bzf,Boikin,nduu1242|boik1241,-3.68297,143.474,|PG,|Papunesia,threatened
nud,Ngala,nduu1242|ngal1300,-4.26628,142.5,|PG,|Papunesia,shifting
wos,Hanga Hundi,nduu1242|nucl1642|ambu1246|hang1263,-3.90364,142.849,|PG,|Papunesia,threatened
abt,Ambulas,nduu1242|nucl1642|ambu1246|ambu1247,-3.7801,143.059,|PG,|Papunesia,threatened
ylg,Yalaku,nduu1242|nucl1642|mana1303|yelo1243,-4.09907,142.808,|PG,|Papunesia,shifting
mle,Manambu,nduu1242|nucl1642|mana1303|mana1298,-4.19082,142.862,|PG,|Papunesia,shifting
bry,Burui,nduu1242|nucl1642|sawo1235|bund1258|buru1309,-4.03527,143.015,|PG,|Papunesia,shifting
gbf,Gaikundi,nduu1242|nucl1642|sawo1235|bund1258|gaik1242,-4.01718,143.139,|PG,|Papunesia,shifting
ian,Iatmul,nduu1242|nucl1642|sawo1235|sawo1234|iatm1242,-4.30064,143.316,|PG,|Papunesia,shifting
sdk,Sos Kundi,nduu1242|nucl1642|sawo1235|sawo1234|sosk1235,-3.99024,143.396,|PG,|Papunesia,shifting
keh,Keak,nduu1242|nucl1642|sawo1235|sawo1234|keak1239,-3.98708,143.174,|PG,|Papunesia,shifting
spk,Sengo,nduu1242|nucl1642|sawo1235|seng1284,-4.02247,142.956,|PG,|Papunesia,shifting
kxt,Koiwat,nduu1242|nucl1642|sawo1235|koiw1243,-4.03417,143.62,|PG,|Papunesia,shifting
agm,Angaataha,anga1289|anga1290,-7.15012,146.352,|PG,|Papunesia,not endangered
aak,Ankave,anga1289|nucl1763|sout3130|anka1246,-7.19444,145.754,|PG,|Papunesia,not endangered
ago,Tainae,anga1289|nucl1763|sout3130|tain1255|tain1253,-7.40306,145.682,|PG,|Papunesia,not endangered
miw,Akoye,anga1289|nucl1763|sout3130|tain1255|akoy1238,-7.66067,145.669,|PG,|Papunesia,shifting
ygw,Yagwoia,anga1289|nucl1763|yagw1240,-7.14042,145.854,|PG,|Papunesia,not endangered
hmt,Hamtai,anga1289|nucl1763|kapa1251|hamt1247,-7.54975,146.227,|PG,|Papunesia,not endangered
mcr,Menya,anga1289|nucl1763|kapa1251|meny1245,-7.17425,146.071,|PG,|Papunesia,threatened
klp,Kamasa,anga1289|nucl1763|nort3145|kama1359|kama1360,-6.97411,146.20797,|PG,|Papunesia,nearly extinct
ssu,Susuami,anga1289|nucl1763|nort3145|kama1359|susu1251,-7.19275,146.561,|PG,|Papunesia,moribund
apz,Safeyoka,anga1289|nucl1763|nort3145|safe1240,-7.05417,146.09,|PG,|Papunesia,not endangered
kcb,Kawacha,anga1289|nucl1763|nort3145|kawa1276,-6.95411,146.20997,|PG,|Papunesia,moribund
byr,Baruya,anga1289|nucl1763|baru1271|baru1267,-6.89261,145.818,|PG,|Papunesia,not endangered
smb,Simbari,anga1289|nucl1763|baru1271|simb1255,-7.02259,145.603,|PG,|Papunesia,not endangered
xcw,Coahuilteco,coah1252,28.2589,-97.89,|US,|North America,extinct
peb,Eastern Pomo,pomo1273|russ1265|east2545,38.5647,-122.586,|US,|North America,extinct
poo,Central Pomo,pomo1273|russ1265|russ1266|nort2965|cent2138,38.90547,-123.66393,|US,|North America,extinct
pej,Northern Pomo,pomo1273|russ1265|russ1266|nort2965|nort2966,39.1084,-123.209,|US,|North America,extinct
pef,Northeastern Russian River Pomo,pomo1273|russ1265|russ1266|nort2967,39.2894,-122.509,|US,|North America,extinct
kju,Kashaya,pomo1273|russ1265|russ1266|sout2983|kash1280,38.5424,-123.08,|US,|North America,nearly extinct
peq,Southern Pomo,pomo1273|russ1265|russ1266|sout2983|sout2984,38.7643,-122.545,|US,|North America,nearly extinct
pom,Southeastern Pomo,pomo1273|sout2982,38.9354,-122.599,|US,|North America,extinct
None,Light Warlpiri,mixe1287|warl1257|ligh1234,None,None,|AU,|Australia,None
yec,Yeniche,mixe1287|germ1288|yeni1236,48.2483,8.47267,|AT|FR|DE|NL|CH,|Eurasia,not endangered
caw,Callawalla,mixe1287|quec1390|call1235,-15.88451,-68.10176,|BO,|South America,nearly extinct
ckz,Cakchiquel-Quiché Mixed Language,mixe1287|cakc1245|cakc1235,14.6467,-90.6989,|GT,|North America,shifting
None,Sanqiao,mixe1287|miao1234|sanq1234,None,None,|CN,|Eurasia,None
rsb,Romano-Serbian,mixe1287|serb1269|roma1241,45.2552,20.3762,|RS,|Eurasia,not endangered
None,Caspian and eastern Persia Gypsy,mixe1287|pers1247|casp1241,None,None,|IR,|Eurasia,None
None,Magati,mixe1287|pers1247|maga1271,None,None,|AF,|Eurasia,None
None,Central-Southern Persian Gypsy,mixe1287|pers1247|cent2304,None,None,|IR,|Eurasia,None
None,Afghanistan Gorbat,mixe1287|pers1247|afgh1240,None,None,|AF,|Eurasia,None
mue,Media Lengua,mixe1287|span1267|medi1245,-1.04518,-78.5392,|EC,|South America,threatened
gjr,Gurindji Kriol,mixe1287|guri1251|guri1249,None,None,|AU,|Australia,not endangered
pwn,Paiwan,aust1307|paiw1248,22.3271,120.806,|TW,|Papunesia,threatened
bzg,Babuza,aust1307|west2572|cent2106|babu1240,24.0017,120.585,|TW,|Papunesia,extinct
ppu,Papora-Hoanya,aust1307|west2572|cent2106|papo1239,24.324,120.577,|TW,|Papunesia,extinct
ssf,Thao,aust1307|west2572|thao1240,23.8333,120.93,|TW,|Papunesia,extinct
xnb,Kanakanavu,aust1307|tsou1250|kana1292|kana1286,23.3235,120.887,|TW,|Papunesia,nearly extinct
sxr,Saaroa,aust1307|tsou1250|kana1292|saar1237,23.2632,120.711,|TW,|Papunesia,nearly extinct
tsu,Tsou,aust1307|tsou1250|tsou1248,23.216,120.787,|TW,|Papunesia,shifting
dru,Rukai,aust1307|ruka1240,22.7738,120.844,|TW,|Papunesia,threatened
bnn,Bunun,aust1307|bunu1267,23.4116,121.025,|TW,|Papunesia,threatened
pyu,Puyuma,aust1307|puyu1239,22.643,120.996,|TW,|Papunesia,moribund
trv,Seediq,aust1307|atay1246|taro1264,23.9032,121.358,|TW,|Papunesia,nearly extinct
tay,Atayal,aust1307|atay1246|atay1247,24.5209,121.388,|TW,|Papunesia,threatened
kaw,Kawi,aust1307|mala1545|java1253|kawi1241,-7.0,111.0,|ID,|Papunesia,extinct
jav,Javanese,aust1307|mala1545|java1253|mode1251|java1254,-7.001,109.287,|ID|MY,|Papunesia,not endangered
tes,Tengger,aust1307|mala1545|java1253|mode1251|teng1272,-7.89069,113.037,|ID,|Papunesia,not endangered
jas,New Caledonian Javanese,aust1307|mala1545|java1253|mode1251|newc1244,-22.3001,166.445,|NC,|Papunesia,shifting
osi,Osing,aust1307|mala1545|java1253|mode1251|osin1237,-8.25262,114.292,|ID,|Papunesia,not endangered
jvn,Caribbean Javanese,aust1307|mala1545|java1253|mode1251|cari1276,5.62695,-54.6305,|GF|SR,|South America,not endangered
gay,Gayo,aust1307|mala1545|nort2829|gayo1244,4.3733,97.3456,|ID,|Papunesia,threatened
akb,Batak Angkola,aust1307|mala1545|nort2829|toba1265|sout3166|sout2849|angk1248|bata1290,1.66127,99.60248,|ID,|Papunesia,threatened
btm,Batak Mandailing,aust1307|mala1545|nort2829|toba1265|sout3166|sout2849|angk1248|bata1291,0.85805,99.898,|ID,|Papunesia,threatened
bbc,Batak Toba,aust1307|mala1545|nort2829|toba1265|sout3166|sout2849|bata1289,2.35498,99.1761,|ID,|Papunesia,threatened
bts,Batak Simalungun,aust1307|mala1545|nort2829|toba1265|sout3166|bata1288,3.04372,98.9083,|ID,|Papunesia,not endangered
btx,Batak Karo,aust1307|mala1545|nort2829|toba1265|nort2831|bata1293,2.12787,98.2517,|ID,|Papunesia,threatened
btd,Batak Dairi,aust1307|mala1545|nort2829|toba1265|nort2831|bata1294,2.51438,98.2427,|ID,|Papunesia,threatened
btz,Batak Alas-Kluet,aust1307|mala1545|nort2829|toba1265|nort2831|bata1292,3.4293,97.8123,|ID,|Papunesia,not endangered
skh,Sikule,aust1307|mala1545|nort2829|nucl1463|ment1248|nias1241|siku1242,2.69113,95.9636,|ID,|Papunesia,threatened
nia,Nias,aust1307|mala1545|nort2829|nucl1463|ment1248|nias1241|nias1242,0.90691,97.4961,|ID,|Papunesia,not endangered
mwv,Mentawai,aust1307|mala1545|nort2829|nucl1463|ment1248|ment1249,-1.41092,98.9401,|ID,|Papunesia,not endangered
smr,Simeulue,aust1307|mala1545|nort2829|nucl1463|sime1241,2.50288,96.2757,|ID,|Papunesia,not endangered
ivb,Ibatan,aust1307|mala1545|bata1315|ibat1238,18.9398,121.909,|PH,|Papunesia,threatened
ivv,Itbayat,aust1307|mala1545|bata1315|yami1257|ivat1242,20.77,121.85,|PH,|Papunesia,not endangered
tao,Yami,aust1307|mala1545|bata1315|yami1257|yami1254,22.055,121.544,|TW,|Papunesia,moribund
mlv,Mwotlap,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|motl1237,-13.655015,167.706277,|VU,|Papunesia,threatened
tgs,Nume,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|nume1241,-14.230149,167.593474,|VU,|Papunesia,shifting
msn,Vurës,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|vure1239,-13.905677,167.451412,|VU,|Papunesia,shifting
mrm,Merlav,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|merl1237,-14.450679,168.053527,|VU,|Papunesia,not endangered
hiw,Hiw,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|hiwl1234|hiww1237,-13.126367,166.584857,|VU,|Papunesia,shifting
lht,Lo-Toga,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|hiwl1234|loto1240,-13.334872,166.634338,|VU,|Papunesia,shifting
lkn,Lakon,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|koto1266|lako1245,-14.29899,167.429382,|VU,|Papunesia,shifting
krf,Koro-Olrat,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|koto1266|koro1308,-14.2943,167.467,|VU,|Papunesia,shifting
mtt,Mota,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|mota1237,-13.835361,167.690924,|VU,|Papunesia,shifting
lrz,Lemerig,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|leme1240|leme1238,-13.739697,167.420676,|VU,|Papunesia,nearly extinct
vra,Vera'a,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|leme1240|vera1241,-13.892528,167.428701,|VU,|Papunesia,shifting
tql,Lehali,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|leha1243,-13.5043,167.332,|VU,|Papunesia,shifting
urr,Lehalurup,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|leha1244,-13.542726,167.343342,|VU,|Papunesia,shifting
wwo,Dorig,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|torr1262|weta1242,-14.366666,167.545897,|VU,|Papunesia,shifting
mwo,Central Maewo,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|maew1234|cent2058,-15.0784,168.135,|VU,|Papunesia,threatened
btr,Baetora,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|maew1234|baet1237,-15.2574,168.159,|VU,|Papunesia,not endangered
mrb,Sunwadia,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|maew1234|mari1426,-14.970047,168.057941,|VU,|Papunesia,shifting
tmi,Tutuba,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|east2754|mafe1238|tutu1241,-15.580667,167.268889,|VU,|Papunesia,shifting
mkv,Mafea,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|east2754|mafe1238|mafe1237,-15.4316,167.241,|VU,|Papunesia,nearly extinct
plb,Polonombauk,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|east2754|sout3220|polo1242,-15.4653,167.09,|VU,|Papunesia,shifting
tls,Tambotalo,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|east2754|sout3220|tamb1253,-15.5004,167.139,|VU,|Papunesia,moribund
bnr,Farafi,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|east2754|sout3220|butm1237,-15.3353,167.034,|VU,|Papunesia,shifting
ssv,Ngen,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|shar1251|shar1244,-15.255284,167.138859,|VU,|Papunesia,shifting
lnn,Nethalp,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|shar1251|lore1244,-15.334763,167.166325,|VU,|Papunesia,moribund
mla,Tamambo,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|sout3339|malo1243,-15.6835,167.16,|VU,|Papunesia,threatened
aor,Aore,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|sout3339|aore1237,-15.5753,167.166,|VU,|Papunesia,extinct
akr,Araki,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|sout3339|arak1257|arak1252,-15.632997,166.952542,|VU,|Papunesia,nearly extinct
tgp,Movono,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|sout3339|arak1257|tang1347,-15.5643,166.958,|VU,|Papunesia,shifting
rga,Mores,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|sout3339|rori1237,-15.4048,166.843,|VU,|Papunesia,moribund
sku,Wanohe,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|nucl1793|sout3339|saka1289,-15.0757,167.051,|VU,|Papunesia,not endangered
frt,Kiai,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|fort1240,-15.4484,166.931,|VU,|Papunesia,shifting
wsi,Kula (Vanuatu),aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|wusi1237,-15.2786,166.696,|VU,|Papunesia,shifting
nkk,Nokuku,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|nort3217|noku1237,-14.8974,166.603,|VU,|Papunesia,shifting
ptr,Piamatsina,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|nort3217|piam1242,-14.9959,166.738,|VU,|Papunesia,shifting
tmt,Tasmate,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|nort3217|tasm1246,-15.0792,166.664,|VU,|Papunesia,shifting
vlp,Valpei,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|nort3217|valp1237,-14.712,166.606,|VU,|Papunesia,shifting
vnp,Vunapu,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|nort3217|vuna1239,-14.8477,166.691,|VU,|Papunesia,shifting
tsr,Akei,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|west2845|akei1237,-15.6377,166.767,|VU,|Papunesia,not endangered
wlr,Ale,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|west2845|wail1242,-15.5656,166.902,|VU,|Papunesia,shifting
mrp,Morouas,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|sout3194|moro1286,-15.3498,166.891,|VU,|Papunesia,shifting
nrg,Narango,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|sout3194|nara1263,-15.5259,167.047,|VU,|Papunesia,shifting
alm,Amblong,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|sout3194|ambl1237,-15.5169,166.95,|VU,|Papunesia,shifting
tlm,Tolomako,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|tolo1255,-15.1569,166.772,|VU,|Papunesia,shifting
nsw,Navut,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|tial1241|navu1237,-15.3169,166.798,|VU,|Papunesia,shifting
mnl,Tiale,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|tial1241|tial1239,-15.2334,166.842,|VU,|Papunesia,threatened
lmb,Merei,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|espi1234|west2956|tial1241|mere1242,-15.2839,166.905,|VU,|Papunesia,shifting
omb,East Ambae,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|amba1270|east2443,-15.3523,167.89,|VU,|Papunesia,not endangered
nnd,West Ambae,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|amba1270|west2513,-15.4281,167.807,|VU,|Papunesia,not endangered
lml,Hano,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|nort3205|hano1246,-15.5432,168.167,|VU,|Papunesia,not endangered
etn,Eton (Vanuatu),aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|efat1236|sout3196|eton1255,-17.74,168.549,|VU,|Papunesia,shifting
erk,South Efate,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|efat1236|sout3196|sout2856,-17.7006,168.377,|VU,|Papunesia,not endangered
lpa,Lelepa,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|efat1236|nort3222|lele1267,-17.6042,168.202,|VU,|Papunesia,shifting
llp,North Efate,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|efat1236|nort3222|nort2836,-17.5774,168.375,|VU,|Papunesia,not endangered
lmu,Lamenu,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|epii1237|lame1259|lame1260,-16.6098,168.171,|VU,|Papunesia,shifting
lww,Lewo,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|epii1237|lame1259|lewo1242,-16.7612,168.334,|VU,|Papunesia,not endangered
mmm,Maii,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|epii1237|bier1245|maii1238,-16.7388,168.211,|VU,|Papunesia,shifting
brj,Bieria,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|epii1237|bier1245|bier1246,-16.7867,168.232,|VU,|Papunesia,moribund
bnk,Bierebo,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|epii1237|baki1243|bier1244,-16.6663,168.154,|VU,|Papunesia,shifting
bki,Baki,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|epie1239|epii1237|baki1243|baki1244,-16.7096,168.165,|VU,|Papunesia,shifting
pma,Paama,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|paam1238,-16.47548,168.23693,|VU,|Papunesia,not endangered
nmk,Namakura,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|nama1268,-16.8979,168.569,|VU,|Papunesia,not endangered
crc,Lonwolwol,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|ambr1240|lonw1238,-16.2286,168.016,|VU,|Papunesia,shifting
bpa,Dakaka,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|ambr1240|port1292|port1293|daka1243,-16.2696,168.013,|VU,|Papunesia,not endangered
ptv,Daakie,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|ambr1240|port1292|port1293|port1286,-16.3083,168.046,|VU,|Papunesia,not endangered
fnb,Orkon-Fanbak,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|ambr1240|port1292|orko1234,-16.210501,168.212109,|VU,|Papunesia,moribund
mmg,North Ambrym,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|ambr1240|nort2839,-16.1741,168.14,|VU,|Papunesia,shifting
tvk,Southeast Ambrym,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|ambr1240|sout2859,-16.2975,168.211,|VU,|Papunesia,not endangered
upv,Uripiv-Wala-Rano-Atchin,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|urip1239,-16.00951,167.34643,|VU,|Papunesia,not endangered
klv,Maskelynes,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|sout3239|mask1242,-16.5073,167.818,|VU,|Papunesia,not endangered
None,Nasvang,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|sout3239|nasv1235|nasv1234,-16.458173,167.639563,|ID,|Papunesia,shifting
None,Nisvai,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|sout3239|nasv1235|nisv1234,-16.41306,167.785556,|ID,|Papunesia,shifting
None,Bwenelang,aust1307|mala1545|cent2237|east2712|ocea1241|nort3195|cent2269|mala1539|east2753|cent2315|sout3239|bwen1239,-16.338946,167.660849,|VU,|Papunesia,nearly extinct
