id,name,parent,latitude,longitude,countries,macroareas,status
tbw,Tagbanwa,aust1307|mala1545|grea1284|pala1354|nort3185|tagb1258,9.54263,118.497,|PH,|Papunesia,not endangered
bya,Batak,aust1307|mala1545|grea1284|pala1354|nort3185|bata1317|bata1301,10.1115,119.025,|PH,|Papunesia,shifting
tgt,Central Tagbanwa,aust1307|mala1545|grea1284|pala1354|nort3185|bata1317|cent2090,10.6519,119.338,|PH,|Papunesia,shifting
laa,Lapuyan Subanun,aust1307|mala1545|grea1284|suba1253|nucl1726|lapu1236,7.53449,123.13,|PH,|Papunesia,not endangered
sfe,Eastern Subanen,aust1307|mala1545|grea1284|suba1253|nucl1726|east2769|east2694,8.2475,123.5234,|PH,|Papunesia,threatened
syb,Central Subanen,aust1307|mala1545|grea1284|suba1253|nucl1726|east2769|cent2089,8.12701,123.018,|PH,|Papunesia,not endangered
stb,Northern Subanen,aust1307|mala1545|grea1284|suba1253|nucl1726|east2769|nort2885,8.5232,123.588,|PH,|Papunesia,not endangered
skn,Kolibugan Subanon,aust1307|mala1545|grea1284|suba1253|west2811|koli1253,7.77212,122.567,|PH,|Papunesia,not endangered
suc,Western Subanon,aust1307|mala1545|grea1284|suba1253|west2811|west2557,7.79964,122.341,|PH,|Papunesia,not endangered
due,Umiray Dumaget Agta,aust1307|mala1545|grea1284|umir1236,14.8757,121.508,|PH,|Papunesia,not endangered
obo,Obo Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|west2829|obom1235,7.29141,125.09,|PH,|Papunesia,not endangered
mbi,Ilianen Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|west2829|west2554|ilia1236,7.34448,124.766,|PH,|Papunesia,not endangered
mbb,Western Bukidnon Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|west2829|west2554|west2555,7.6682,124.825,|PH,|Papunesia,threatened
mbd,Dibabawon Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|east2742|east2478|diba1242,7.85664,126.018,|PH,|Papunesia,not endangered
mqk,Rajah Kabunsuwan Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|east2742|east2478|raja1254,8.2934,126.266,|PH,|Papunesia,not endangered
msm,Agusan Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|east2742|east2478|agus1235,8.62731,125.742,|PH,|Papunesia,not endangered
mbt,Matigsalug Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|east2742|cent2088|mati1250,7.72124,125.16,|PH,|Papunesia,not endangered
atd,Ata Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|east2778|east2742|cent2088|atam1240,7.7789,125.499,|PH,|Papunesia,not endangered
bgs,Tagabawa,aust1307|mala1545|grea1284|mano1276|cent2255|sout2913|taga1272,6.9712,125.175,|PH,|Papunesia,not endangered
mbs,Sarangani Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|sout2913|sara1347|sara1327,5.84903,125.499,|PH,|Papunesia,not endangered
mta,Cotabato Manobo,aust1307|mala1545|grea1284|mano1276|cent2255|sout2913|sara1347|cota1241,6.39417,124.234,|PH,|Papunesia,not endangered
mkx,Cinamiguin Manobo,aust1307|mala1545|grea1284|mano1276|nort2884|kina1254|cina1236,9.1793,124.721,|PH,|Papunesia,threatened
mba,Higaonon,aust1307|mala1545|grea1284|mano1276|nort2884|kina1254|buki1251|higa1237,8.61202,125.071,|PH,|Papunesia,not endangered
bkd,Talaandig-Binukid,aust1307|mala1545|grea1284|mano1276|nort2884|kina1254|buki1251|binu1244,8.15933,124.892,|PH,|Papunesia,not endangered
cgc,Kagayanen,aust1307|mala1545|grea1284|mano1276|nort2884|kaga1256,10.4656,119.872,|PH,|Papunesia,not endangered
fil,Filipino,aust1307|mala1545|grea1284|cent2246|taga1280|taga1269|fili1244,12.265,123.464,|PH,|Papunesia,not endangered
tgl,Tagalog,aust1307|mala1545|grea1284|cent2246|taga1280|taga1269|taga1270,14.06,121.747,|PH,|Papunesia,not endangered
ksn,Kasiguranin,aust1307|mala1545|grea1284|cent2246|taga1280|kasi1256,16.1881,122.118,|PH,|Papunesia,not endangered
mry,Mandaya,aust1307|mala1545|grea1284|cent2246|mans1261|east2477|kara1489,7.50481,126.409,|PH,|Papunesia,not endangered
msk,Mansaka,aust1307|mala1545|grea1284|cent2246|mans1261|east2477|mans1262,6.79221,126.181,|PH,|Papunesia,threatened
kyk,Kamayo,aust1307|mala1545|grea1284|cent2246|mans1261|kama1363,8.10796,126.314,|PH,|Papunesia,not endangered
daw,Davawenyo,aust1307|mala1545|grea1284|cent2246|mans1261|dava1245,7.22613,126.458,|PH,|Papunesia,not endangered
klg,Tagakaulu Kalagan,aust1307|mala1545|grea1284|cent2246|mans1261|west2552|taga1268,6.45338,125.426,|PH,|Papunesia,not endangered
kll,Kagan Kalagan,aust1307|mala1545|grea1284|cent2246|mans1261|west2552|kaga1259|kaga1255,7.10698,125.61,|PH,|Papunesia,threatened
kqe,Kalagan,aust1307|mala1545|grea1284|cent2246|mans1261|west2552|kaga1259|kala1388,6.8126,125.328,|PH,|Papunesia,threatened
srv,Waray Sorsogon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|wara1304|wara1299,12.6795,124.015,|PH,|Papunesia,not endangered
bvy,Baybayanon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|wara1304|sama1315|bayb1234,10.6956,124.8086,|PH,|Papunesia,not endangered
cbw,Kinabalian,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|wara1304|sama1315|kina1252,10.2589,125.2217,|PH,|Papunesia,not endangered
war,Waray (Philippines),aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|wara1304|sama1315|wara1300,11.4911,125.012,|PH,|Papunesia,not endangered
cps,Capiznon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|peri1261|capi1240|capi1239,11.4122,122.954,|PH,|Papunesia,not endangered
hil,Hiligaynon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|peri1261|capi1240|hili1240,10.4018,122.974,|PH,|Papunesia,not endangered
msb,Masbatenyo,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|peri1261|masb1239|masb1238,12.21453,123.63579,|PH,|Papunesia,not endangered
bks,Masbate Sorsogon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|peri1261|masb1239|masb1237,12.8438,124.002,|PH,|Papunesia,not endangered
prh,Porohanon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|peri1261|poro1253,10.6726,124.454,|PH,|Papunesia,not endangered
bfx,Bantayanon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|peri1261|bant1293,11.2144,123.755,|PH,|Papunesia,not endangered
rol,Romblomanon,aust1307|mala1545|grea1284|cent2246|bisa1268|cent2263|romb1245,12.4047,122.56,|PH,|Papunesia,not endangered
ceb,Cebuano,aust1307|mala1545|grea1284|cent2246|bisa1268|cebu1242,8.38799,124.367,|PH,|Papunesia,not endangered
atm,Ata,aust1307|mala1545|grea1284|cent2246|bisa1268|unun9997|ataa1240,9.715,122.9,|PH,|Papunesia,nearly extinct
cyo,Cuyonon,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|kuya1251|cuyo1237,10.3201,119.3,|PH,|Papunesia,not endangered
clu,Caluyanun,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|kuya1251|data1234|calu1238,12.0489,121.384,|PH,|Papunesia,not endangered
btn,Ratagnon,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|kuya1251|data1234|rata1245,12.2785,121.187,|PH,|Papunesia,extinct
srg,Sulod,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|kina1255|sulo1237,11.2473,122.551,|PH,|Papunesia,threatened
krj,Kinaray-a,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|kina1255|kina1250,10.8131,122.297,|PH,|Papunesia,not endangered
akl,Aklanon,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|akla1240|akla1241,11.5543,122.354,|PH,|Papunesia,not endangered
mlz,Malaynon,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|akla1240|mala1491,11.8564,121.919,|PH,|Papunesia,not endangered
loc,Inonhan,aust1307|mala1545|grea1284|cent2246|bisa1268|west2820|inon1237,12.284,122.03,|PH,|Papunesia,not endangered
bno,Bantoanon,aust1307|mala1545|grea1284|cent2246|bisa1268|bant1288,12.5194,122.034,|PH,|Papunesia,not endangered
mtw,Southern Binukidnon,aust1307|mala1545|grea1284|cent2246|bisa1268|negr1236|maga1264,9.49196,122.769,|PH,|Papunesia,not endangered
kyn,Northern Binukidnon,aust1307|mala1545|grea1284|cent2246|bisa1268|negr1236|karo1299,9.992,122.816,|PH,|Papunesia,not endangered
sgd,Surigaonon,aust1307|mala1545|grea1284|cent2246|bisa1268|sout3175|suri1274|suri1273,9.0,126.0,|PH,|Papunesia,not endangered
tgn,Tandaganon,aust1307|mala1545|grea1284|cent2246|bisa1268|sout3175|suri1274|tand1258,8.9815,126.186,|PH,|Papunesia,not endangered
tsg,Tausug,aust1307|mala1545|grea1284|cent2246|bisa1268|sout3175|butu1243|taus1251,5.12236,118.88,|ID|MY|PH,|Papunesia,not endangered
btw,Butuanon,aust1307|mala1545|grea1284|cent2246|bisa1268|sout3175|butu1243|butu1244,8.87009,125.418,|PH,|Papunesia,shifting
bcl,Coastal-Naga Bikol,aust1307|mala1545|grea1284|cent2246|biko1240|coas1315|cent2087,13.7574,123.403,|PH,|Papunesia,not endangered
bln,Coastal-Virac Bikol,aust1307|mala1545|grea1284|cent2246|biko1240|coas1315|sout2912,13.6989,124.29,|PH,|Papunesia,not endangered
bhk,Inland-Buhi-Daraga Bikol,aust1307|mala1545|grea1284|cent2246|biko1240|inla1266|alba1269,13.1989,123.49,|PH,|Papunesia,not endangered
bto,Iriga Bicolano,aust1307|mala1545|grea1284|cent2246|biko1240|inla1266|irig1242,13.3896,123.331,|PH,|Papunesia,not endangered
atl,Mt. Iraya Agta,aust1307|mala1545|grea1284|cent2246|biko1240|inag1234|mtir1236,13.4588,123.552,|PH,|Papunesia,nearly extinct
agk,Isarog Agta,aust1307|mala1545|grea1284|cent2246|biko1240|inag1234|isar1235,13.651,123.332,|PH,|Papunesia,nearly extinct
agz,Mt. Iriga Agta,aust1307|mala1545|grea1284|cent2246|biko1240|inag1234|mtir1235,13.4566,123.463,|PH,|Papunesia,threatened
cts,Northern Catanduanes Bicolano,aust1307|mala1545|grea1284|cent2246|biko1240|nort2883,13.9032,124.27,|PH,|Papunesia,not endangered
abd,Camarines Norte Agta,aust1307|mala1545|grea1284|cent2246|alab1255|cama1250,14.1571,122.835,|PH,|Papunesia,threatened
dul,Alabat Island Agta,aust1307|mala1545|grea1284|cent2246|alab1255|alab1246,14.1217,122.014,|PH,|Papunesia,nearly extinct
mmn,Mamanwa,aust1307|mala1545|grea1284|cent2246|mama1275,9.44744,125.548,|PH,|Papunesia,not endangered
mog,Mongondow,aust1307|mala1545|grea1284|goro1257|mong1346|mong1342,0.64616,124.114,|ID,|Papunesia,threatened
pns,Ponosakan,aust1307|mala1545|grea1284|goro1257|mong1346|pono1240,0.91716,124.712,|ID,|Papunesia,extinct
blf,Buol,aust1307|mala1545|grea1284|goro1257|goro1273|buol1237,0.97727,121.519,|ID,|Papunesia,not endangered
swu,Suwawa,aust1307|mala1545|grea1284|goro1257|goro1273|suwa1241,0.4907,123.362,|ID,|Papunesia,shifting
bld,Bolango,aust1307|mala1545|grea1284|goro1257|goro1273|bola1252,0.39044,123.888,|ID,|Papunesia,threatened
bne,Bintauna,aust1307|mala1545|grea1284|goro1257|goro1273|bint1245,0.75069,123.486,|ID,|Papunesia,shifting
gor,Gorontalo,aust1307|mala1545|grea1284|goro1257|goro1273|goro1259,0.62689,122.288,|ID,|Papunesia,threatened
llq,Lolak,aust1307|mala1545|grea1284|goro1257|goro1273|lola1250,0.85544,124.117,|ID,|Papunesia,moribund
kzp,Kaidipang,aust1307|mala1545|grea1284|goro1257|goro1273|kaid1239,0.85641,123.217,|ID,|Papunesia,shifting
hnn,Hanunoo,aust1307|mala1545|grea1284|sout2915|hanu1241,12.4159,121.221,|PH,|Papunesia,not endangered
bku,Buhid,aust1307|mala1545|grea1284|sout2915|buhi1244|buhi1245,12.6396,121.21,|PH,|Papunesia,not endangered
bnj,Eastern Tawbuid,aust1307|mala1545|grea1284|sout2915|buhi1244|bata1318|east2482,12.8968,121.177,|PH,|Papunesia,threatened
twb,Western Tawbuid,aust1307|mala1545|grea1284|sout2915|buhi1244|bata1318|west2559,12.8227,121.026,|PH,|Papunesia,not endangered
bgi,Giangan,aust1307|mala1545|bili1253|gian1241,6.99967,125.359,|PH,|Papunesia,shifting
tiy,Tiruray,aust1307|mala1545|bili1253|tiru1241,6.77321,124.127,|PH,|Papunesia,not endangered
bpr,Koronadal Blaan,aust1307|mala1545|bili1253|tbol1241|blaa1241|koro1310,6.20529,125.007,|PH,|Papunesia,not endangered
bps,Sarangani Blaan,aust1307|mala1545|bili1253|tbol1241|blaa1241|sara1326,6.03691,125.354,|PH,|Papunesia,not endangered
tbl,Tboli,aust1307|mala1545|bili1253|tbol1241|tbol1240,6.20377,124.538,|PH,|Papunesia,not endangered
atk,Ati,aust1307|mala1545|atii1237,11.1539,122.512,|PH,|Papunesia,shifting
rth,Ratahan,aust1307|mala1545|sang1335|sout3155|rata1244,1.07592,124.858,|ID,|Papunesia,shifting
bnq,Bantik,aust1307|mala1545|sang1335|sout3155|bant1286,1.44586,124.846,|ID,|Papunesia,moribund
sxn,Sangir,aust1307|mala1545|sang1335|nort3174|nort2871|sang1336,3.0,125.5,|ID|PH,|Papunesia,not endangered
snl,Sangil,aust1307|mala1545|sang1335|nort3174|nort2871|sang1337,5.40229,125.378,|PH,|Papunesia,not endangered
tld,Talaud,aust1307|mala1545|sang1335|nort3174|tala1285,4.11846,126.795,|ID,|Papunesia,not endangered
att,Pamplona Atta,aust1307|mala1545|nort3238|caga1241|iban1268|atta1244|pamp1244,18.4738,121.3,|PH,|Papunesia,not endangered
atp,Pudtol Atta,aust1307|mala1545|nort3238|caga1241|iban1268|atta1244|pudt1235,18.2112,121.379,|PH,|Papunesia,threatened
azt,Faire Atta,aust1307|mala1545|nort3238|caga1241|iban1268|atta1244|fair1238,17.9808,121.436,|PH,|Papunesia,shifting
gad,Gaddang,aust1307|mala1545|nort3238|caga1241|iban1268|gadd1245|caga1242|gadd1244,16.5468,121.177,|PH,|Papunesia,not endangered
gdg,Ga'dang,aust1307|mala1545|nort3238|caga1241|iban1268|gadd1245|caga1242|gada1258,17.2238,121.455,|PH,|Papunesia,not endangered
yog,Yogad,aust1307|mala1545|nort3238|caga1241|iban1268|gadd1245|yoga1237,16.7015,121.718,|PH,|Papunesia,not endangered
agt,Central Cagayan Agta,aust1307|mala1545|nort3238|caga1241|iban1268|gadd1245|cent2084,17.9571,121.857,|PH,|Papunesia,shifting
itv,Itawit,aust1307|mala1545|nort3238|caga1241|iban1268|gadd1245|itaw1240,17.7329,121.58,|PH,|Papunesia,not endangered
ibg,Ibanag,aust1307|mala1545|nort3238|caga1241|iban1268|iban1267,17.4201,121.891,|PH,|Papunesia,not endangered
tiu,Adasen,aust1307|mala1545|nort3238|caga1241|iban1268|adas1235,17.8187,120.905,|PH,|Papunesia,shifting
None,Malaweg,aust1307|mala1545|nort3238|caga1241|iban1268|mala1534,17.844833,121.391322,|PH,|Papunesia,None
isd,Isnag,aust1307|mala1545|nort3238|caga1241|isna1241,18.2139,121.16,|PH,|Papunesia,not endangered
duo,Dupaninan Agta,aust1307|mala1545|nort3238|nort3187|dupa1235,17.3748,122.188,|PH,|Papunesia,shifting
dgc,Casiguran-Nagtipunan Agta,aust1307|mala1545|nort3238|nort3187|nucl1755|casi1235,16.2176,121.878,|PH,|Papunesia,shifting
prf,Paranan,aust1307|mala1545|nort3238|nort3187|nucl1755|para1320|para1306,17.0,122.372,|PH,|Papunesia,not endangered
apf,Agta-Pahanan,aust1307|mala1545|nort3238|nort3187|nucl1755|para1320|agta1234,17.0538,122.2802,|PH,|Papunesia,not endangered
duy,Dicamay Agta,aust1307|mala1545|nort3238|unun9992|dica1235,17.8846,121.606,|PH,|Papunesia,extinct
aqn,Northern Alta,aust1307|mala1545|nort3238|meso1254|nort2875,15.6913,121.454,|PH,|Papunesia,shifting
agy,Southern Alta,aust1307|mala1545|nort3238|meso1254|sout2905,15.1841,121.054,|PH,|Papunesia,shifting
inn,Isinai,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|isin1239,16.3299,121.12,|PH,|Papunesia,nearly extinct
itb,Binongan Itneg,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|itne1252|bino1237,17.5972,120.876,|PH,|Papunesia,not endangered
iti,Inlaod Itneg,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|itne1252|inla1260,17.61752,120.65389,|PH,|Papunesia,threatened
kkg,Mabaka Valley Kalinga,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|nort3226|nort3231|maba1279,17.6683,121.073,|PH,|Papunesia,not endangered
bjx,Banao Itneg,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|nort3226|nort3231|bana1288,17.5643,121.05,|PH,|Papunesia,not endangered
kmk,Limos Kalinga,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|nort3226|limo1248,17.6081,121.381,|PH,|Papunesia,not endangered
knb,Lubuagan Kalinga,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|cent2282|lubu1243,17.3879,121.0365,|PH,|Papunesia,not endangered
kml,Tanudan Kalinga,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|cent2282|sout3203|sout3207|lowe1412,17.3441,121.311,|PH,|Papunesia,not endangered
kmd,Madukayang Kalinga,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|cent2282|sout3203|sout3207|madu1248,17.1794,121.236,|PH,|Papunesia,not endangered
kyb,Butbut Kalinga,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|cent2282|sout3203|butb1235,17.2239,121.091,|PH,|Papunesia,not endangered
ksc,Bangad,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|cent2282|sout3203|sout2908,17.2936,121.068,|PH,|Papunesia,not endangered
ity,Moyadan Itneg,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|masa1325|moya1235,17.4232,120.702,|PH,|Papunesia,not endangered
tis,Masadiit Itneg,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|kali1310|kali1311|masa1325|masa1307,17.4501,120.829,|PH,|Papunesia,not endangered
ifa,Amganad Ifugao,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|ifug1247|amga1235,16.9016,121.042,|PH,|Papunesia,not endangered
ifk,Tuwali Ifugao,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|ifug1247|tuwa1243,16.6646,121.113,|PH,|Papunesia,not endangered
ifb,Batad Ifugao,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|ifug1247|bata1319|bata1298,16.8266,121.23,|PH,|Papunesia,not endangered
ifu,Mayoyao Ifugao,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|ifug1247|bata1319|mayo1262,16.9984,121.29,|PH,|Papunesia,not endangered
blw,Balangao,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|bala1310,17.0994,121.272,|PH,|Papunesia,not endangered
xnn,Northern Kankanay,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|bont1246|kank1245|maen1236|nort2877,17.1057,120.786,|PH,|Papunesia,not endangered
itt,Maeng Itneg,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|bont1246|kank1245|maen1236|maen1235,17.2453,120.718,|PH,|Papunesia,not endangered
kne,Kankanaey,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|bont1246|kank1245|kank1243,16.8548,120.689,|PH,|Papunesia,not endangered
bkb,Finallig,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|bont1246|bont1247|fina1242,17.0319,121.11,|PH,|Papunesia,not endangered
lbk,Central Bontoc,aust1307|mala1545|nort3238|meso1254|sout3211|cent2296|nort3240|nucl1754|bont1246|bont1247|cent2292,17.08,120.92,|PH,|Papunesia,not endangered
pag,Pangasinan,aust1307|mala1545|nort3238|meso1254|sout3211|sout2907|west2550|pang1290,15.9377,120.365,|PH,|Papunesia,not endangered
iwk,I-Wak,aust1307|mala1545|nort3238|meso1254|sout3211|sout2907|west2550|nucl1542|iwak1237,16.30448,120.78633,|PH,|Papunesia,threatened
ibl,Ibaloi,aust1307|mala1545|nort3238|meso1254|sout3211|sout2907|west2550|nucl1542|ibal1244,16.4263,120.695,|PH,|Papunesia,not endangered
kyj,Karao,aust1307|mala1545|nort3238|meso1254|sout3211|sout2907|west2550|nucl1542|kara1487,16.5655,120.956,|PH,|Papunesia,not endangered
kak,Ahin-Kayapa Kalanguya,aust1307|mala1545|nort3238|meso1254|sout3211|sout2907|west2550|nucl1542|kall1244|ahin1234,16.321,120.90003,|PH,|Papunesia,not endangered
ify,Keley-i Kallahan,aust1307|mala1545|nort3238|meso1254|sout3211|sout2907|west2550|nucl1542|kall1244|kele1259,16.7099,121.035,|PH,|Papunesia,not endangered
ilk,Ilongot,aust1307|mala1545|nort3238|meso1254|sout3211|sout2907|ilon1239,16.3785,121.547,|PH,|Papunesia,threatened
ilo,Iloko,aust1307|mala1545|nort3238|ilok1237,15.9361,120.993,|PH,|Papunesia,not endangered
atz,Arta,aust1307|mala1545|nort3238|arta1239,16.4185,121.656,|PH,|Papunesia,nearly extinct
tdn,Tondano,aust1307|mala1545|mina1272|nort2886|nort2887|tond1251,1.28024,124.964,|ID,|Papunesia,moribund
tom,Tombulu,aust1307|mala1545|mina1272|nort2886|nort2887|tomb1243,1.39715,124.754,|ID,|Papunesia,shifting
txs,Tonsea,aust1307|mala1545|mina1272|nort2886|nort2887|tons1240,1.51393,125.052,|ID,|Papunesia,threatened
tnt,Tontemboan,aust1307|mala1545|mina1272|nort2886|tont1239,1.24813,124.654,|ID,|Papunesia,threatened
tnw,Tonsawang,aust1307|mala1545|mina1272|tons1239,1.0539,124.652,|ID,|Papunesia,threatened
nsy,Nasal,aust1307|mala1545|nasa1239,-4.8652,103.5719,|ID,|Papunesia,threatened
cml,Campalagian,aust1307|mala1545|sout2923|bugi1243|bugi1245|camp1262,-4.016667,119.623611,|ID,|Papunesia,threatened
bug,Buginese,aust1307|mala1545|sout2923|bugi1243|bugi1245|bugi1244,-4.47,119.977,|ID,|Papunesia,not endangered
emb,Embaloh,aust1307|mala1545|sout2923|bugi1243|tama1334|emba1238,1.3156,112.63,|ID,|Papunesia,not endangered
tmn,Taman (Indonesia),aust1307|mala1545|sout2923|bugi1243|tama1334|tama1335,1.00003,112.975,|ID,|Papunesia,not endangered
mqx,Mamuju,aust1307|mala1545|sout2923|nort2894|mamu1255,-2.50762,119.082,|ID,|Papunesia,threatened
dkk,Dakka,aust1307|mala1545|sout2923|nort2894|pitu1237|dakk1238,-3.33671,119.235,|ID,|Papunesia,shifting
ulm,Ulumanda',aust1307|mala1545|sout2923|nort2894|pitu1237|mata1312|ulum1237,-3.00933,118.994,|ID,|Papunesia,not endangered
ptu,Bambam,aust1307|mala1545|sout2923|nort2894|pitu1237|mata1312|bamb1270,-3.02759,119.201,|ID,|Papunesia,not endangered
atq,Aralle-Tabulahan,aust1307|mala1545|sout2923|nort2894|pitu1237|mata1312|aral1243,-2.78397,119.319,|ID,|Papunesia,not endangered
pnc,Pannei,aust1307|mala1545|sout2923|nort2894|pitu1237|pann1239,-3.21973,119.191,|ID,|Papunesia,not endangered
kli,Kalumpang,aust1307|mala1545|sout2923|nort2894|tora1260|kalu1247,-2.33388,119.474,|ID,|Papunesia,not endangered
rob,Tae',aust1307|mala1545|sout2923|nort2894|tora1260|taee1237,-2.58205,120.139,|ID,|Papunesia,not endangered
mqj,Mamasa,aust1307|mala1545|sout2923|nort2894|tora1260|mama1276,-3.0811,119.484,|ID,|Papunesia,not endangered
sda,Toraja-Sa'dan,aust1307|mala1545|sout2923|nort2894|tora1260|tora1261,-2.97144,119.829,|ID,|Papunesia,not endangered
tln,Talondo',aust1307|mala1545|sout2923|nort2894|tora1260|talo1251,-2.4525,119.35,|ID,|Papunesia,shifting
mdr,Mandar,aust1307|mala1545|sout2923|nort2894|mand1442,-3.34717,119.068,|ID,|Papunesia,threatened
wmm,Maiwa (Indonesia),aust1307|mala1545|sout2923|nort2894|mase1250|maiw1250,-3.59444,119.978,|ID,|Papunesia,threatened
mvp,Duri,aust1307|mala1545|sout2923|nort2894|mase1250|duri1242,-3.37081,119.871,|ID,|Papunesia,threatened
mli,Malimpung,aust1307|mala1545|sout2923|nort2894|mase1250|mali1283,-3.6996,119.76,|ID,|Papunesia,threatened
ptt,Enrekang,aust1307|mala1545|sout2923|nort2894|mase1250|enre1239,-3.53848,119.66,|ID,|Papunesia,threatened
bnu,Bentong,aust1307|mala1545|sout2923|maka1310|nucl1727|bent1237,-4.76004,119.806,|ID,|Papunesia,threatened
mak,Makasar,aust1307|mala1545|sout2923|maka1310|nucl1727|maka1311,-5.65551,119.838,|ID,|Papunesia,threatened
kjk,Highland Konjo,aust1307|mala1545|sout2923|maka1310|konj1250|high1275,-5.26559,119.928,|ID,|Papunesia,threatened
kjc,Coastal Konjo,aust1307|mala1545|sout2923|maka1310|konj1250|coas1295,-5.41532,120.304,|ID,|Papunesia,threatened
sly,Selayar,aust1307|mala1545|sout2923|maka1310|sela1260,-6.10145,120.496,|ID,|Papunesia,not endangered
ley,Lemolang,aust1307|mala1545|sout2923|lemo1243,-2.63313,120.27,|ID,|Papunesia,shifting
skx,Seko Padang,aust1307|mala1545|sout2923|seko1241|seko1243,-2.14311,119.959,|ID,|Papunesia,not endangered
sko,Seko Tengah,aust1307|mala1545|sout2923|seko1241|seko1242,-2.22069,119.823,|ID,|Papunesia,threatened
bdx,Budong-Budong,aust1307|mala1545|sout2923|seko1241|pana1302|budo1241,-2.07756,119.327,|ID,|Papunesia,moribund
psn,Panasuan,aust1307|mala1545|sout2923|seko1241|pana1302|pana1303,-2.24049,119.65,|ID,|Papunesia,shifting
dmg,Upper Kinabatangan,aust1307|mala1545|nort3253|sout3154|grea1293|pait1248|uppe1426|uppe1427,5.31911,116.901,|MY,|Papunesia,threatened
ruu,Lanas Lobu,aust1307|mala1545|nort3253|sout3154|grea1293|pait1248|uppe1426|lana1236,5.39196,116.577,|MY,|Papunesia,threatened
low,Tampias Lobu,aust1307|mala1545|nort3253|sout3154|grea1293|pait1248|uppe1426|tamp1254,5.72467,116.789,|MY,|Papunesia,threatened
srk,Serudung Murut,aust1307|mala1545|nort3253|sout3154|grea1293|pait1248|seru1246,4.39954,117.279,|ID|MY,|Papunesia,threatened
txa,Tombonuo,aust1307|mala1545|nort3253|sout3154|grea1293|pait1248|tomb1244,6.2892,117.322,|MY,|Papunesia,threatened
abf,Abai Sungai,aust1307|mala1545|nort3253|sout3154|grea1293|pait1248|abai1240,5.55394,118.306,|MY,|Papunesia,shifting
drg,Rungus,aust1307|mala1545|nort3253|sout3154|grea1293|dusu1277|rung1260|rung1259,6.83989,116.743,|MY,|Papunesia,threatened
